sequence,frame,image_name,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms
0005,0,000000.png,2,car,0.7918708920478821,255.74368286132812,174.30770874023438,302.62103271484375,201.10919189453125,37.530877998506185
0005,0,000000.png,2,car,0.4929727613925934,569.807861328125,173.4597625732422,609.6337890625,208.111328125,37.530877998506185
0005,0,000000.png,2,car,0.40526631474494934,321.16949462890625,177.81814575195312,354.98822021484375,196.89878845214844,37.530877998506185
0005,1,000001.png,2,car,0.6792474985122681,240.03366088867188,174.7290802001953,292.0675048828125,201.90518188476562,11.61783199859201
0005,1,000001.png,2,car,0.46902206540107727,570.8040161132812,170.49728393554688,609.202880859375,207.5543975830078,11.61783199859201
0005,1,000001.png,2,car,0.4657784402370453,312.9387512207031,178.15223693847656,344.2707824707031,197.06141662597656,11.61783199859201
0005,1,000001.png,2,car,0.3902817368507385,289.0444641113281,183.1046142578125,313.181884765625,198.51437377929688,11.61783199859201
0005,1,000001.png,2,car,0.3533692955970764,346.09466552734375,178.13742065429688,383.2620849609375,194.006103515625,11.61783199859201
0005,1,000001.png,2,car,0.3336906433105469,411.868408203125,168.107421875,431.3668212890625,190.5408935546875,11.61783199859201
0005,2,000002.png,2,car,0.6494580507278442,224.53846740722656,173.54872131347656,282.8179626464844,201.51870727539062,11.166653002874227
0005,2,000002.png,2,car,0.6055514812469482,305.28021240234375,177.18572998046875,338.1287536621094,196.54566955566406,11.166653002874227
0005,2,000002.png,2,car,0.3735143542289734,570.6656494140625,171.35931396484375,609.5582275390625,207.21170043945312,11.166653002874227
0005,2,000002.png,2,car,0.30597230792045593,339.3076477050781,177.2039337158203,369.37548828125,193.67759704589844,11.166653002874227
0005,2,000002.png,2,car,0.2776215374469757,281.583984375,182.39210510253906,304.5322570800781,199.27151489257812,11.166653002874227
0005,2,000002.png,0,person,0.26039108633995056,71.6903076171875,180.5017547607422,87.52676391601562,217.79293823242188,11.166653002874227
0005,3,000003.png,2,car,0.5748676061630249,208.6727752685547,172.01834106445312,267.3446960449219,201.47801208496094,11.451607999333646
0005,3,000003.png,2,car,0.489533007144928,209.10157775878906,171.54327392578125,247.28062438964844,201.2487335205078,11.451607999333646
0005,3,000003.png,2,car,0.45375722646713257,297.51580810546875,175.42323303222656,332.60589599609375,195.44615173339844,11.451607999333646
0005,3,000003.png,2,car,0.3717682957649231,268.2939147949219,181.47142028808594,295.7527160644531,198.2395782470703,11.451607999333646
