sequence,frame,image_name,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms
0004,0,000000.png,2,car,0.8661950826644897,69.88645935058594,182.95350646972656,270.2698669433594,244.96888732910156,38.644575000944315
0004,0,000000.png,2,car,0.8304703235626221,429.6693115234375,171.23545837402344,575.8922729492188,218.20518493652344,38.644575000944315
0004,0,000000.png,2,car,0.7751283049583435,1129.5916748046875,161.67543029785156,1242.0,220.66004943847656,38.644575000944315
0004,0,000000.png,2,car,0.738265872001648,806.9935913085938,164.80950927734375,931.3726806640625,248.98318481445312,38.644575000944315
0004,0,000000.png,9,traffic light,0.581332266330719,925.4439697265625,68.52692413330078,949.9915161132812,123.83788299560547,38.644575000944315
0004,0,000000.png,7,truck,0.5784238576889038,935.6473999023438,147.89813232421875,1058.753173828125,200.9972686767578,38.644575000944315
0004,0,000000.png,2,car,0.5200104117393494,931.6661987304688,148.34799194335938,1058.68408203125,200.9934844970703,38.644575000944315
0004,0,000000.png,2,car,0.47351980209350586,1129.4158935546875,164.6878662109375,1193.7440185546875,218.97813415527344,38.644575000944315
0004,0,000000.png,9,traffic light,0.385214626789093,119.64871215820312,66.0607681274414,149.9270782470703,130.41224670410156,38.644575000944315
0004,1,000001.png,2,car,0.8375139236450195,829.2940063476562,164.0921173095703,986.076171875,247.03009033203125,14.09693499954301
0004,1,000001.png,2,car,0.8234098553657532,399.0270080566406,171.11367797851562,554.0098876953125,221.37295532226562,14.09693499954301
0004,1,000001.png,2,car,0.8226222991943359,0.0,185.9422149658203,217.7657470703125,256.3583984375,14.09693499954301
0004,1,000001.png,2,car,0.7448790669441223,1177.9847412109375,159.6824493408203,1241.443603515625,218.87692260742188,14.09693499954301
0004,1,000001.png,7,truck,0.7222391963005066,954.9415283203125,145.95004272460938,1058.1234130859375,200.51821899414062,14.09693499954301
0004,1,000001.png,9,traffic light,0.3348521590232849,63.33416748046875,51.1912841796875,104.2560806274414,124.9944076538086,14.09693499954301
0004,2,000002.png,2,car,0.8445866107940674,0.4565662741661072,184.01083374023438,158.9713897705078,258.68096923828125,13.481908001267584
0004,2,000002.png,2,car,0.8080785274505615,364.7466735839844,170.77117919921875,526.8922119140625,223.3461456298828,13.481908001267584
0004,2,000002.png,9,traffic light,0.6496220827102661,943.6923217773438,68.2145767211914,964.6099243164062,115.7598876953125,13.481908001267584
0004,2,000002.png,7,truck,0.6413213014602661,943.9751586914062,145.7632598876953,1053.857177734375,200.92527770996094,13.481908001267584
0004,2,000002.png,2,car,0.6213148832321167,855.7532348632812,157.3274688720703,1020.077880859375,248.1243896484375,13.481908001267584
0004,2,000002.png,9,traffic light,0.5873469710350037,0.12460556626319885,41.09294891357422,42.413787841796875,116.36963653564453,13.481908001267584
0004,2,000002.png,9,traffic light,0.4940721392631531,969.0140991210938,49.02312469482422,997.1277465820312,114.44471740722656,13.481908001267584
0004,2,000002.png,2,car,0.48377153277397156,1202.024658203125,159.22474670410156,1241.545166015625,209.02789306640625,13.481908001267584
0004,3,000003.png,2,car,0.7967913150787354,325.77105712890625,169.01181030273438,498.1365661621094,225.9474334716797,14.689403000375023
0004,3,000003.png,9,traffic light,0.7909603118896484,994.2152709960938,35.38959503173828,1026.0606689453125,107.9596939086914,14.689403000375023
0004,3,000003.png,2,car,0.7899154424667358,883.4931030273438,144.29318237304688,1056.0264892578125,246.47518920898438,14.689403000375023
0004,3,000003.png,2,car,0.7824975252151489,0.3535919785499573,186.18609619140625,85.6444091796875,256.74298095703125,14.689403000375023
0004,3,000003.png,9,traffic light,0.4659837484359741,963.0838012695312,46.5630989074707,986.0446166992188,110.63307189941406,14.689403000375023
0004,3,000003.png,2,car,0.289661169052124,1206.55126953125,163.5237274169922,1241.4998779296875,193.6305694580078,14.689403000375023
0004,4,000004.png,2,car,0.8537231087684631,910.15185546875,145.69496154785156,1089.851318359375,245.79286193847656,13.922400001320057
