sequence,frame,image_name,track_id,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms
0,0,000000.png,1,2,car,0.8230940103530884,297.2895812988281,168.58387756347656,453.3359375,284.53643798828125,0.6043420034984592
0,0,000000.png,2,2,car,0.4502319395542145,677.5307006835938,193.5004425048828,778.9187622070312,233.69776916503903,0.6043420034984592
0,0,000000.png,3,2,car,0.3946830332279205,677.1466674804688,193.1466522216797,743.9864501953125,232.18212890625,0.6043420034984592
0,0,000000.png,4,2,car,0.2827120423316955,1167.49560546875,195.35629272460935,1237.30810546875,239.2094573974609,0.6043420034984592
0,1,000001.png,1,2,car,0.6965327262878418,298.59088134765625,164.3466339111328,447.4179992675781,280.54345703125,0.5497259990079328
0,1,000001.png,3,2,car,0.3812912702560425,689.3317260742188,190.62933349609372,755.7062377929688,230.26589965820312,0.5497259990079328
0,2,000002.png,1,2,car,0.8021345734596252,298.158203125,159.2501220703125,445.8606872558594,270.5034484863281,0.45830299859517254
0,2,000002.png,2,2,car,0.5124014616012573,700.7532348632812,182.0870819091797,775.9884643554688,225.8675994873047,0.45830299859517254
0,2,000002.png,5,2,car,0.2520653307437897,94.32093048095705,184.56048583984372,134.71170043945312,211.70054626464844,0.45830299859517254
0,3,000003.png,1,2,car,0.5963181853294373,294.9875793457031,151.80274963378906,442.1724243164063,264.69488525390625,0.47255100071197376
0,3,000003.png,6,2,car,0.2611495852470398,0.0945164859294891,183.88687133789065,22.44279289245605,206.8246917724609,0.47255100071197376
0,4,000004.png,1,2,car,0.7323644757270813,292.6413269042969,151.8699951171875,440.0437927246094,262.5246887207031,0.4143710029893555
0,4,000004.png,2,2,car,0.5124668478965759,724.4244384765625,176.4576416015625,796.9898681640625,221.90382385253903,0.4143710029893555
0,4,000004.png,6,2,car,0.3052932620048523,0.0,182.82041931152344,40.80265045166016,213.1477508544922,0.4143710029893555
0,5,000005.png,1,2,car,0.8329278826713562,291.7169494628906,153.66317749023438,439.7864379882813,261.4853820800781,0.4214959990349598
0,5,000005.png,2,2,car,0.5101060271263123,737.3782958984375,177.864990234375,809.6753540039062,225.4975128173828,0.4214959990349598
0,6,000006.png,1,2,car,0.8656052350997925,293.6658935546875,154.79075622558594,433.4503479003906,262.1852722167969,0.4119969999010209
0,6,000006.png,2,2,car,0.4535551071166992,750.3651123046875,179.6320037841797,816.682861328125,224.6975860595703,0.4119969999010209
0,6,000006.png,7,2,car,0.2558691501617431,749.1800537109375,177.46482849121094,904.55322265625,225.21701049804688,0.4119969999010209
0,7,000007.png,1,2,car,0.8386873602867126,290.403076171875,157.63031005859375,430.8214111328125,263.9924621582031,0.4286190014681779
0,7,000007.png,8,2,car,0.3202520906925201,422.09088134765625,163.6500701904297,460.1166076660156,215.5373687744141,0.4286190014681779
0,7,000007.png,9,2,car,0.2642474770545959,121.51374816894533,182.70697021484372,180.6348876953125,211.4265289306641,0.4286190014681779
0,8,000008.png,1,2,car,0.8413476347923279,289.035888671875,158.96768188476562,426.5805969238281,265.8022766113281,0.3811269998550415
0,8,000008.png,9,2,car,0.2652861177921295,132.47052001953125,181.9253387451172,190.23141479492188,212.9287872314453,0.3811269998550415
0,8,000008.png,8,2,car,0.2591497600078583,418.3097534179688,163.61424255371094,469.1320190429688,220.21714782714844,0.3811269998550415
