sequence,frame,image_name,track_id,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms
1,0,000000.png,1,2,car,0.8664520978927612,793.0208129882812,189.06776428222656,1229.9566650390625,374.00244140625,0.5497259990079328
1,0,000000.png,2,2,car,0.8214637041091919,718.4440307617188,183.2103271484375,842.1199340820312,269.4544372558594,0.5497259990079328
1,0,000000.png,3,2,car,0.5810383558273315,382.49609375,195.10569763183597,457.4599609375,244.20697021484372,0.5497259990079328
1,0,000000.png,4,2,car,0.5725991129875183,497.13037109375,186.30841064453125,525.4127197265625,209.9623260498047,0.5497259990079328
1,0,000000.png,5,2,car,0.5663512349128723,690.3040771484375,182.21144104003903,746.4613647460938,237.09886169433597,0.5497259990079328
1,0,000000.png,6,2,car,0.3745018243789673,792.6759033203125,193.1986541748047,1071.3160400390625,374.8457946777344,0.5497259990079328
1,0,000000.png,7,2,car,0.322836309671402,634.37939453125,177.7947540283203,662.8688354492188,201.12448120117188,0.5497259990079328
1,0,000000.png,8,2,car,0.2686603665351867,660.3681640625,171.9453125,687.4393310546875,191.32586669921875,0.5497259990079328
1,0,000000.png,9,2,car,0.2622166574001312,1076.9859619140625,140.14659118652344,1170.1856689453125,180.5906524658203,0.5497259990079328
1,1,000001.png,6,2,car,0.8776997923851013,817.2643432617188,200.3316802978516,1234.4091796875,371.7611083984375,0.46305200157803483
1,1,000001.png,2,2,car,0.7240036725997925,729.5916137695312,184.9082489013672,867.8455200195312,279.41363525390625,0.46305200157803483
1,1,000001.png,3,2,car,0.6670408844947815,370.2658386230469,196.5124664306641,454.9990539550781,247.6965484619141,0.46305200157803483
1,1,000001.png,5,2,car,0.5884189605712891,695.856201171875,183.82302856445312,760.45849609375,245.5869598388672,0.46305200157803483
1,1,000001.png,4,2,car,0.5793145298957825,491.95208740234375,188.1656494140625,527.7470703125,213.64157104492188,0.46305200157803483
1,1,000001.png,7,2,car,0.5595622658729553,633.6171875,183.671630859375,667.0083618164062,202.9903259277344,0.46305200157803483
1,1,000001.png,1,2,car,0.4550488889217376,959.9849243164062,186.80825805664065,1242.0,362.6053161621094,0.46305200157803483
1,1,000001.png,8,2,car,0.3268081247806549,661.8511962890625,170.90618896484375,695.6064453125,193.21270751953125,0.46305200157803483
1,1,000001.png,10,2,car,0.2707752287387848,577.1256713867188,180.3973846435547,603.0494384765625,199.04910278320312,0.46305200157803483
1,2,000002.png,2,2,car,0.8198109269142151,737.6785888671875,182.78875732421875,905.787841796875,291.7176513671875,0.463051997940056
1,2,000002.png,6,2,car,0.8127663135528564,852.2621459960938,206.5205841064453,1241.4434814453125,370.1057739257813,0.463051997940056
1,2,000002.png,5,2,car,0.7802520394325256,701.6005249023438,182.72796630859372,768.1043701171875,247.92486572265625,0.463051997940056
1,2,000002.png,3,2,car,0.7687891125679016,358.5731811523437,195.7987518310547,447.4582214355469,250.0496063232422,0.463051997940056
1,2,000002.png,4,2,car,0.6385972499847412,489.1475830078125,188.49685668945312,522.7107543945312,210.84104919433597,0.463051997940056
1,2,000002.png,7,2,car,0.3623721897602081,635.3154296875,183.3297882080078,667.0548095703125,202.32449340820312,0.463051997940056
1,2,000002.png,11,2,car,0.2692330181598663,504.6681213378906,188.1232452392578,531.82421875,210.34603881835935,0.463051997940056
1,3,000003.png,6,2,car,0.8912178874015808,902.4535522460938,217.0773162841797,1241.4891357421875,370.4478149414063,0.4594890015141573
1,3,000003.png,2,2,car,0.8767631649971008,750.35302734375,182.49118041992188,950.3357543945312,306.9510498046875,0.4594890015141573
1,3,000003.png,5,2,car,0.8200092911720276,707.2736206054688,180.16184997558597,785.2369995117188,249.8055877685547,0.4594890015141573
1,3,000003.png,3,2,car,0.7598280906677246,342.6446838378906,192.0022430419922,439.7993774414063,252.9700164794922,0.4594890015141573
1,3,000003.png,4,2,car,0.6148831248283386,487.2355346679688,186.26055908203125,519.8910522460938,209.5692596435547,0.4594890015141573
1,4,000004.png,2,2,car,0.8984183669090271,766.0341186523438,180.50881958007807,1005.7046508789062,324.26690673828125,0.3977490014221985
1,4,000004.png,5,2,car,0.8742489218711853,715.4296875,178.52554321289062,800.4288940429688,254.65370178222656,0.3977490014221985
1,4,000004.png,6,2,car,0.8106634020805359,977.8878784179688,255.49156188964844,1241.6025390625,371.0761413574219,0.3977490014221985
1,4,000004.png,3,2,car,0.7758581042289734,332.991943359375,192.8279571533203,429.3952941894531,256.5653381347656,0.3977490014221985
1,4,000004.png,4,2,car,0.6219072341918945,484.16510009765625,184.0935516357422,520.176025390625,210.401611328125,0.3977490014221985
1,4,000004.png,10,2,car,0.28391033411026,576.738037109375,176.97073364257812,608.5333251953125,193.78851318359372,0.3977490014221985
1,4,000004.png,11,2,car,0.264808714389801,486.6403198242188,183.0234832763672,529.1231689453125,208.77691650390625,0.3977490014221985
1,5,000005.png,2,2,car,0.9013652801513672,783.0675659179688,182.5655670166016,1082.02099609375,346.8193359375,0.4143719997955486
1,5,000005.png,5,2,car,0.8146823048591614,722.6185302734375,180.4330291748047,824.5663452148438,259.9503479003906,0.4143719997955486
1,5,000005.png,3,2,car,0.7000464797019958,310.6545104980469,194.21519470214844,392.8317260742188,261.7202453613281,0.4143719997955486
1,5,000005.png,4,2,car,0.5481618046760559,481.0657653808594,184.4180450439453,512.3179931640625,210.0959014892578,0.4143719997955486
1,5,000005.png,11,2,car,0.4452220201492309,479.0206298828125,182.3648376464844,522.448974609375,210.69696044921875,0.4143719997955486
1,5,000005.png,7,2,car,0.3962126672267914,637.1613159179688,175.33551025390625,674.7722778320312,200.0039520263672,0.4143719997955486
1,6,000006.png,2,2,car,0.940419614315033,807.3436279296875,185.6597442626953,1192.6617431640625,372.5771484375,0.3977490014221985
