sequence,frame,image_name,track_id,class_id,class_name,confidence,x1,y1,x2,y2,latency_ms
0002,0,000000.png,1,2,car,0.7396353483200073,0.08844757080078125,181.04150390625,102.78952026367188,234.7774200439453,42.83221799778403
0002,0,000000.png,2,2,car,0.5574762225151062,97.90206909179688,169.56903076171875,216.46356201171875,226.11949157714844,42.83221799778403
0002,0,000000.png,3,2,car,0.45221343636512756,208.61328125,179.2435302734375,267.0790710449219,215.58815002441406,42.83221799778403
0002,0,000000.png,4,2,car,0.4361504018306732,303.9118347167969,169.75865173339844,355.0636291503906,200.40171813964844,42.83221799778403
0002,0,000000.png,5,2,car,0.3241201937198639,305.76068115234375,171.0028076171875,341.18194580078125,198.4097900390625,42.83221799778403
0002,1,000001.png,1,2,car,0.7600151300430298,0.0,177.2746124267578,93.30789947509766,236.52767944335938,13.061599998763995
0002,1,000001.png,2,2,car,0.6930474042892456,72.02447509765625,168.6275177001953,199.46258544921875,229.3307342529297,13.061599998763995
0002,3,000003.png,1,2,car,0.5124132633209229,11.113823890686035,175.20062255859375,128.16297912597656,236.27337646484375,13.131652001902694
0002,4,000004.png,1,2,car,0.6952896118164062,4.044519424438477,174.81016540527344,130.01968383789062,240.6144256591797,13.189830002374947
0002,5,000005.png,1,2,car,0.7230081558227539,0.0,174.27479553222656,111.41748809814453,238.73912048339844,12.456071999622509
0002,5,000005.png,2,2,car,0.6242557764053345,81.7332763671875,177.40914916992188,189.7522735595703,228.82472229003906,12.456071999622509
0002,6,000006.png,1,2,car,0.6388841867446899,0.0,171.9647674560547,90.40834045410156,237.88412475585938,11.97283600049559
0002,6,000006.png,2,2,car,0.6747565865516663,58.86897659301758,177.34620666503906,168.1153106689453,229.03506469726562,11.97283600049559
0002,7,000007.png,2,2,car,0.7107456922531128,24.27916145324707,176.85182189941406,139.7904815673828,230.8636474609375,11.579837002500426
0002,8,000008.png,2,2,car,0.7384949922561646,1.8923999071121216,177.43081665039062,119.7960433959961,232.85069274902344,11.525220001203706
0002,14,000014.png,1,7,truck,0.5831636786460876,0.0,152.4171142578125,121.3121566772461,244.50942993164062,11.960964002355468
0002,38,000038.png,28,2,car,0.596141517162323,0.0,166.88671875,63.69004821777344,224.83270263671875,12.136684999859426
0002,51,000051.png,43,2,car,0.4485226571559906,647.2382202148438,175.20379638671875,675.5941772460938,188.7990264892578,11.414800999773433
0002,52,000052.png,43,2,car,0.3991609513759613,645.8602905273438,175.14173889160156,674.8589477539062,189.0037384033203,11.278260000835871
0002,54,000054.png,49,2,car,0.43333858251571655,707.3587036132812,169.87460327148438,738.2760009765625,197.31515502929688,11.477729000034742
0002,55,000055.png,49,2,car,0.3676117956638336,706.6026000976562,168.11300659179688,739.1903686523438,197.1361846923828,11.444484000094235
0002,56,000056.png,49,2,car,0.34326279163360596,705.8840942382812,168.4893341064453,738.2362060546875,197.39276123046875,11.412425999878906
0002,58,000058.png,59,2,car,0.6328723430633545,368.31097412109375,179.74502563476562,441.2032165527344,212.90521240234375,11.721126997144893
0002,58,000058.png,49,2,car,0.43908149003982544,701.038330078125,170.67266845703125,733.9241333007812,199.9611358642578,11.721126997144893
0002,59,000059.png,49,2,car,0.6778785586357117,701.1654663085938,172.0560760498047,734.1925048828125,201.418701171875,11.450420999608468
0002,60,000060.png,49,2,car,0.4927133321762085,698.4168090820312,172.12594604492188,732.2057495117188,202.1088104248047,11.528782000823412
0002,60,000060.png,61,2,car,0.6816418766975403,316.9523620605469,179.73976135253906,401.7137756347656,218.2974090576172,11.528782000823412
0002,61,000061.png,49,2,car,0.5486975908279419,698.0272827148438,172.87498474121094,731.1435546875,202.0779266357422,11.284197000350105
0002,61,000061.png,61,2,car,0.7145330309867859,291.7671813964844,179.8471221923828,381.2646484375,220.51361083984375,11.284197000350105
0002,62,000062.png,49,2,car,0.5875313878059387,696.2874145507812,170.5577850341797,731.7223510742188,201.82736206054688,11.557278001419036
0002,62,000062.png,61,2,car,0.6913270354270935,258.40704345703125,179.68017578125,354.6843566894531,223.26248168945312,11.557278001419036
0002,63,000063.png,49,2,car,0.4818476438522339,696.9201049804688,172.6349334716797,729.9605102539062,201.30972290039062,14.024508000147762
0002,63,000063.png,61,2,car,0.8141682147979736,219.21250915527344,180.19705200195312,326.1734313964844,228.39584350585938,14.024508000147762
0002,64,000064.png,49,2,car,0.5851224064826965,695.2068481445312,171.80712890625,730.61572265625,202.22653198242188,13.72886800163542
0002,64,000064.png,61,2,car,0.8848466277122498,173.61561584472656,179.19903564453125,295.6351013183594,233.87753295898438,13.72886800163542
0002,65,000065.png,49,2,car,0.6256924271583557,695.6177368164062,173.6347198486328,731.8582763671875,204.41339111328125,13.771611000265693
0002,65,000065.png,61,2,car,0.7876600027084351,119.18546295166016,180.74920654296875,258.65576171875,242.77520751953125,13.771611000265693
0002,66,000066.png,49,2,car,0.6852886080741882,696.0958251953125,175.86415100097656,733.5963134765625,207.1731719970703,13.60657500117668
0002,66,000066.png,61,2,car,0.8794659972190857,56.39746856689453,184.63697814941406,215.59632873535156,254.56246948242188,13.60657500117668
0002,66,000066.png,69,2,car,0.5539112687110901,1057.752685546875,158.63137817382812,1110.9971923828125,179.5947723388672,13.60657500117668
0002,67,000067.png,49,2,car,0.6942660212516785,695.7653198242188,174.8699951171875,736.025146484375,208.2319793701172,14.330834997963393
0002,67,000067.png,61,2,car,0.8580979108810425,4.196027755737305,187.2527313232422,182.40109252929688,265.9052734375,14.330834997963393
0002,67,000067.png,69,2,car,0.6075292229652405,1060.1644287109375,157.07020568847656,1116.1700439453125,179.123291015625,14.330834997963393
0002,68,000068.png,49,2,car,0.7422515749931335,695.321044921875,172.68260192871094,738.4322509765625,208.2088165283203,15.29493099951651
0002,68,000068.png,61,2,car,0.8335197567939758,0.0,188.61160278320312,144.9305419921875,269.4440002441406,15.29493099951651
0002,68,000068.png,69,2,car,0.59722501039505,1062.4158935546875,154.5815887451172,1120.8543701171875,177.54881286621094,15.29493099951651
0002,69,000069.png,49,2,car,0.7049634456634521,696.1824951171875,171.0887451171875,741.5274658203125,208.259521484375,14.05775299645029
0002,69,000069.png,69,2,car,0.6558584570884705,1077.9512939453125,152.65589904785156,1129.8067626953125,173.10748291015625,14.05775299645029
0002,69,000069.png,78,9,traffic light,0.3987150490283966,684.417724609375,85.84579467773438,699.7905883789062,109.25955963134766,14.05775299645029
0002,70,000070.png,49,2,car,0.7034714818000793,697.1121826171875,170.426513671875,744.835205078125,209.3507843017578,13.785859002382495
0002,71,000071.png,49,2,car,0.7746953964233398,698.9307861328125,170.7119598388672,747.9542846679688,210.5371856689453,13.737179997406201
0002,71,000071.png,78,9,traffic light,0.4512997567653656,684.6757202148438,80.87206268310547,701.1040649414062,105.94937896728516,13.737179997406201
0002,72,000072.png,49,2,car,0.750028133392334,700.365478515625,172.05401611328125,750.7333984375,212.69631958007812,12.317157001234591
0002,72,000072.png,78,9,traffic light,0.3408152461051941,684.3584594726562,79.90156555175781,701.7870483398438,106.5120620727539,12.317157001234591
0002,73,000073.png,49,2,car,0.7532849907875061,700.7097778320312,172.9161834716797,754.7064819335938,216.4495086669922,11.7531850009982
0002,73,000073.png,78,9,traffic light,0.31298327445983887,686.0590209960938,83.54877471923828,701.4993286132812,106.89476776123047,11.7531850009982
0002,74,000074.png,49,2,car,0.7949689626693726,704.0809936523438,176.599853515625,758.0017700195312,219.2936553955078,11.585772997932509
0002,74,000074.png,96,9,traffic light,0.384792685508728,641.7025146484375,83.66075897216797,650.7717895507812,100.62378692626953,11.585772997932509
0002,75,000075.png,49,2,car,0.7587228417396545,707.6113891601562,178.88526916503906,762.6803588867188,221.96844482421875,11.478914999315748
0002,75,000075.png,96,9,traffic light,0.4388774037361145,641.415283203125,82.44013977050781,650.7190551757812,99.84612274169922,11.478914999315748
0002,76,000076.png,49,2,car,0.7786248922348022,710.6978149414062,179.21640014648438,768.48876953125,223.86949157714844,11.556090998055879
0002,76,000076.png,96,9,traffic light,0.5337392687797546,641.0182495117188,78.6225357055664,650.4342651367188,96.28961181640625,11.556090998055879
0002,77,000077.png,49,2,car,0.815152108669281,715.3304443359375,177.8559112548828,775.2146606445312,223.75376892089844,11.750809000659501
0002,77,000077.png,96,9,traffic light,0.6523422598838806,640.2279663085938,73.57329559326172,650.22802734375,92.4219741821289,11.750809000659501
0002,77,000077.png,103,9,traffic light,0.6787177324295044,692.5022583007812,68.56165313720703,708.1983032226562,98.65190124511719,11.750809000659501
0002,78,000078.png,49,2,car,0.8086317181587219,715.5648193359375,175.06076049804688,780.867919921875,224.9176025390625,11.862417002703296
0002,78,000078.png,96,9,traffic light,0.34606438875198364,639.54052734375,69.83440399169922,649.4630126953125,88.66200256347656,11.862417002703296
0002,78,000078.png,106,2,car,0.449158638715744,1121.8128662109375,149.3337860107422,1203.08642578125,182.2416534423828,11.862417002703296
0002,79,000079.png,49,2,car,0.7681190371513367,716.9463500976562,174.79122924804688,786.1449584960938,227.09164428710938,11.6225800011307
0002,79,000079.png,96,9,traffic light,0.5198426246643066,639.4009399414062,67.87574005126953,649.2721557617188,86.72164916992188,11.6225800011307
0002,79,000079.png,106,2,car,0.42066994309425354,1132.0174560546875,151.1825408935547,1205.9315185546875,181.06234741210938,11.6225800011307
0002,80,000080.png,49,2,car,0.8046712875366211,721.1795654296875,177.478515625,791.8462524414062,230.31472778320312,11.696192999806954
0002,80,000080.png,96,9,traffic light,0.5154260396957397,639.3914794921875,66.57415008544922,649.2026977539062,85.32942199707031,11.696192999806954
0002,80,000080.png,106,2,car,0.42518582940101624,1149.428955078125,154.35769653320312,1209.3255615234375,178.27584838867188,11.696192999806954
0002,81,000081.png,49,2,car,0.8635751008987427,723.9258422851562,178.1346893310547,799.8450317382812,234.71324157714844,11.676008998620091
0002,81,000081.png,96,9,traffic light,0.4567731022834778,639.3257446289062,64.9437484741211,649.1791381835938,83.84005737304688,11.676008998620091
0002,81,000081.png,106,2,car,0.6348999738693237,1154.8497314453125,154.50469970703125,1217.1387939453125,179.09930419921875,11.676008998620091
0002,82,000082.png,49,2,car,0.7636687755584717,727.484375,180.18838500976562,806.3076782226562,238.35671997070312,11.921781999262748
0002,82,000082.png,96,9,traffic light,0.6503352522850037,638.9962768554688,61.59976577758789,649.3870849609375,81.70884704589844,11.921781999262748
0002,82,000082.png,106,2,car,0.5979074239730835,1156.6871337890625,154.94790649414062,1223.9212646484375,181.25584411621094,11.921781999262748
0002,83,000083.png,49,2,car,0.7956852316856384,731.2486572265625,181.19329833984375,814.6611328125,242.24879455566406,11.81254900075146
0002,83,000083.png,96,9,traffic light,0.6703194379806519,638.2656860351562,58.213565826416016,649.5963745117188,80.38851928710938,11.81254900075146
0002,83,000083.png,106,2,car,0.3355044424533844,1160.500732421875,154.70693969726562,1230.9991455078125,182.04432678222656,11.81254900075146
0002,83,000083.png,128,9,traffic light,0.3755060136318207,697.6635131835938,55.01875305175781,716.7592163085938,88.48519897460938,11.81254900075146
0002,84,000084.png,49,2,car,0.8181980848312378,734.4688110351562,181.39096069335938,821.55419921875,244.24903869628906,11.803051002061693
0002,84,000084.png,96,9,traffic light,0.7698370814323425,637.54248046875,55.47840881347656,649.5198974609375,79.1443099975586,11.803051002061693
0002,84,000084.png,106,2,car,0.5512374043464661,1162.9149169921875,154.27696228027344,1236.6348876953125,182.68038940429688,11.803051002061693
0002,84,000084.png,128,9,traffic light,0.39572668075561523,698.1763305664062,52.20717239379883,717.3416748046875,85.83281707763672,11.803051002061693
0002,84,000084.png,131,2,car,0.5534818768501282,377.48553466796875,183.07861328125,405.0326232910156,201.3162841796875,11.803051002061693
0002,85,000085.png,49,2,car,0.8336270451545715,738.2801513671875,182.1046905517578,829.5475463867188,247.165283203125,11.963337998167844
0002,85,000085.png,96,9,traffic light,0.6739521026611328,636.76953125,52.08460998535156,649.4512939453125,77.39923095703125,11.963337998167844
0002,85,000085.png,106,2,car,0.297458678483963,1170.6375732421875,155.09645080566406,1237.373291015625,180.48406982421875,11.963337998167844
0002,85,000085.png,131,2,car,0.46314534544944763,377.8030700683594,183.53286743164062,405.8764343261719,201.9515838623047,11.963337998167844
0002,86,000086.png,49,2,car,0.8392379283905029,742.2698364257812,182.46548461914062,839.0780639648438,250.46011352539062,11.744872997951461
0002,86,000086.png,96,9,traffic light,0.6542335152626038,636.8814086914062,49.322513580322266,649.17236328125,74.01301574707031,11.744872997951461
0002,86,000086.png,131,2,car,0.3631996214389801,377.0501403808594,182.71649169921875,407.2813720703125,202.36416625976562,11.744872997951461
0002,87,000087.png,49,2,car,0.8605583906173706,746.5184936523438,182.6112518310547,851.3982543945312,255.40602111816406,11.81373700092081
0002,87,000087.png,96,9,traffic light,0.6333479881286621,636.9136962890625,45.2054328918457,649.5780029296875,70.8995132446289,11.81373700092081
0002,87,000087.png,131,2,car,0.6083748936653137,380.06231689453125,182.12057495117188,412.2029113769531,202.64584350585938,11.81373700092081
0002,88,000088.png,49,2,car,0.8647527694702148,750.678955078125,181.3738555908203,863.7875366210938,258.79266357421875,11.80423800178687
0002,88,000088.png,96,9,traffic light,0.6284897327423096,636.2451171875,41.31747055053711,649.14599609375,67.86335754394531,11.80423800178687
0002,88,000088.png,131,2,car,0.6762535572052002,384.0198974609375,181.65487670898438,417.369140625,202.55029296875,11.80423800178687
0002,89,000089.png,49,2,car,0.8886266350746155,755.9363403320312,181.5186309814453,875.3349609375,262.05340576171875,11.50859799963655
0002,89,000089.png,96,9,traffic light,0.6306989789009094,636.1845703125,38.0526237487793,648.9823608398438,64.78612518310547,11.50859799963655
0002,89,000089.png,131,2,car,0.7096428871154785,388.67822265625,181.29920959472656,423.55364990234375,202.4942169189453,11.50859799963655
0002,90,000090.png,49,2,car,0.9103586673736572,761.3828125,181.70620727539062,889.1806640625,266.71661376953125,11.616642997978488
0002,90,000090.png,96,9,traffic light,0.6475325226783752,635.2175903320312,34.32172393798828,647.9065551757812,61.446231842041016,11.616642997978488
0002,90,000090.png,131,2,car,0.7159709334373474,390.3381652832031,180.30755615234375,428.3982849121094,202.8251190185547,11.616642997978488
0002,90,000090.png,148,2,car,0.36832550168037415,1178.1419677734375,151.86422729492188,1240.101318359375,180.79672241210938,11.616642997978488
0002,91,000091.png,49,2,car,0.9047260284423828,766.2763671875,181.359375,904.856689453125,272.5875549316406,11.605957999563543
0002,91,000091.png,96,9,traffic light,0.6636126637458801,635.1589965820312,30.635618209838867,647.7422485351562,58.0051155090332,11.605957999563543
0002,91,000091.png,131,2,car,0.6431054472923279,394.64422607421875,180.3207550048828,434.89129638671875,203.4047393798828,11.605957999563543
0002,92,000092.png,49,2,car,0.8613296151161194,773.1068115234375,182.09481811523438,921.518310546875,278.7216491699219,11.649887997918995
0002,92,000092.png,96,9,traffic light,0.7899863719940186,634.24853515625,25.86406707763672,647.4601440429688,55.14487838745117,11.649887997918995
0002,92,000092.png,131,2,car,0.5323214530944824,400.4011535644531,180.90176391601562,440.776611328125,203.37765502929688,11.649887997918995
0002,92,000092.png,157,2,car,0.4720245599746704,595.0045776367188,172.29322814941406,657.418212890625,200.02078247070312,11.649887997918995
0002,92,000092.png,148,2,car,0.32696661353111267,1172.9619140625,153.3509521484375,1242.0,185.99598693847656,11.649887997918995
0002,93,000093.png,49,2,car,0.8938575983047485,779.0006713867188,182.71717834472656,939.329833984375,285.98138427734375,11.890912002854748
0002,93,000093.png,96,9,traffic light,0.7500383853912354,633.961181640625,22.298927307128906,647.4011840820312,52.223880767822266,11.890912002854748
0002,93,000093.png,131,2,car,0.6256550550460815,405.616943359375,180.27565002441406,448.95770263671875,203.67385864257812,11.890912002854748
